,genes,descriptions,gene_ids,search_substring,search_domain,name,defn,id,n_genes,synonym,xref,comment,uniprot
1878,TRIM13,tripartite motif containing 13,10206,"Endoplasmic reticulum, Endoplasmic reticulum, Endoplasmic reticulum","CC, CC, CC","endoplasmic reticulum quality control compartment, perinuclear endoplasmic reticulum, endoplasmic reticulum membrane","['""A subcompartment of the endoplasmic reticulum in which proteins with improper or incorrect folding accumulate. Enzymes in this compartment direct proteins with major folding problems to translocation to the cytosol and degradation, and proteins with minor folding problems to the ER, to interact with chaperon proteins."" [PMID:11408579]', '""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0044322, GO:0097038, GO:0005789","[25, 18, 1114]","[[synonym(text='ER quality control compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-derived quality control compartment', scope='RELATED', typename='', dbxrefs=set()), synonym(text='ERQC', scope='EXACT', typename='', dbxrefs=set())], nan, nan]","[nan, nan, nan]","[nan, nan, nan]",O60858
1879,TRIM59,tripartite motif containing 59,286827,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q8IWR1
1880,TRIP11,thyroid hormone receptor interactor 11,9321,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum-Golgi intermediate compartment","['""The lipid bilayer surrounding any of the compartments of the endoplasmic reticulum (ER)-Golgi intermediate compartment system."" [GOC:mah, GOC:pr, PMID:16723730]', '""A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi and Golgi-to-ER transport."" [GOC:pr, PMID:16723730]']","GO:0033116, GO:0005793","[80, 74]","[nan, [synonym(text='EGTC', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum-Golgi transport container', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-Golgi intermediate compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-Golgi transport container', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ERGIC', scope='EXACT', typename='', dbxrefs=set()), synonym(text='pre-Golgi intermediate compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='vesicular-tubular cluster', scope='EXACT', typename='', dbxrefs={'Wikipedia:Vesicular-tubular_cluster'}), synonym(text='VTC', scope='EXACT', typename='', dbxrefs=set())]]","[nan, nan]","[nan, nan]",Q15643
1881,TRIQK,triple QxxK/R motif containing,286144,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q629K1
1882,TRPM1,transient receptor potential cation channel subfamily M member 1,4308,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q7Z4N2
1883,TRPM4,transient receptor potential cation channel subfamily M member 4,54795,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q8TD43
1884,TRPM8,transient receptor potential cation channel subfamily M member 8,79054,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q7Z2W7
1885,TRPV4,transient receptor potential cation channel subfamily V member 4,59341,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q9HBA0
1886,TSN,translin,7247,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q15631
1887,TSPAN14,tetraspanin 14,81619,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],Q8NG11
1888,TSPAN15,tetraspanin 15,23555,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],O95858
1889,TSPAN33,tetraspanin 33,340348,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],Q86UF1
1890,TSPAN5,tetraspanin 5,10098,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],P62079
1891,TSPO,translocator protein,706,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],P30536
1892,TSPO2,translocator protein 2,222642,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q5TGU0
1893,TTYH1,tweety family member 1,57348,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","smooth endoplasmic reticulum membrane, endoplasmic reticulum membrane","['""The lipid bilayer surrounding the smooth endoplasmic reticulum."" [GOC:mah]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0030868, GO:0005789","[9, 1114]","[[synonym(text='SER membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='smooth ER membrane', scope='EXACT', typename='', dbxrefs=set())], nan]","[nan, nan]","[nan, nan]",Q9H313
1894,TUNAR,TCL1 upstream neural differentiation-associated RNA,100507043,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",A0A1B0GTB2
1895,TUSC3,tumor suppressor candidate 3,7991,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q13454
1896,TXNDC11,thioredoxin domain containing 11,51061,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q6PKC3
1897,TXNDC12,thioredoxin domain containing 12,51060,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum lumen","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']","GO:0005783, GO:0005788","[1163, 313]","[nan, [synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",O95881
1898,TXNDC16,thioredoxin domain containing 16,57544,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],Q9P2K2
1899,TXNDC5,thioredoxin domain containing 5,81567,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum lumen","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']","GO:0005783, GO:0005788","[1163, 313]","[nan, [synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q8NBS9
